Gold price per troy ounce - Major consumer and producer currencies,,,,,,,,,,,,,,,,,,,
"Source: Bloomberg, Datastream, ICE Benchmark Administration, World Gold Council",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
31/1/1989,409.4,328,"58,864.10",257,475.6,643.4,"6,901.50","1,675.70",0.9,"1,535.50","732,699.60","1,503.40","10,505.50","1,833,959.90","1,045.20","276,127.10",#N/A,"1,054.00",521.5
28/2/1989,410.1,318.8,"59,445.60",248.2,480.5,621.8,"6,936.40","1,923.60",0.9,"1,535.80","736,780.40","1,503.80","10,503.60","1,850,391.10","1,053.50","279,635.20",#N/A,"1,047.10",524.7
31/3/1989,416.8,320.2,"60,698.50",245.7,498.6,620,"7,062.90","1,953.70",1,"1,562.50","754,547.30","1,529.20","10,662.70","1,874,744.60","1,086.50","287,508.20",#N/A,"1,059.30",548.3
28/4/1989,393.1,306.1,"60,169.50",242,463.6,594.4,"6,704.40","1,863.70",1,"1,472.10","717,006.20","1,441.80","10,143.10","1,771,923.10","1,038.10","274,225.10",#N/A,"1,026.20",520
31/5/1989,374.2,287.4,"59,257.80",228.5,435.4,556.3,"6,467.50","1,771.90",0.9,"1,402.60","684,351.00","1,375.00","9,686.30","1,682,422.60",997.8,"264,044.10",#N/A,992.3,489.6
30/6/1989,369.1,279.1,"56,766.10",220,433.5,523.8,"6,373.30","1,729.50",0.9,"1,382.80","672,446.90","1,354.00","9,507.40","1,653,605.80",982.8,"261,190.20",#N/A,975.9,484.5
31/7/1989,352.3,269.1,"54,143.00",206,413,501.9,"6,119.00","1,653.00",0.9,"1,319.20","645,428.40","1,290.60","9,073.60","1,577,365.00",946.2,"251,498.60",#N/A,937,452
31/8/1989,362.5,268.9,"54,037.60",200.4,419.3,504.4,"6,299.50","1,691.10",1,"1,357.10","665,242.80","1,329.00","9,271.90","1,618,619.20",978.5,"258,821.00",#N/A,951.2,457.4
29/9/1989,394.7,281.4,"58,222.40",207.8,451.9,516.3,"6,831.90","1,843.40",1.1,"1,479.10","727,786.00","1,448.10","10,067.40","1,767,767.00","1,061.40","281,885.20",#N/A,"1,015.60",488.3
31/10/1989,389.3,278.9,"53,951.10",207.2,450.5,508.6,"6,940.70","1,847.00",1.1,"1,461.30","726,705.50","1,430.80","9,855.50","1,753,516.50","1,066.80","278,861.90",#N/A,999.7,471.9
30/11/1989,380.7,265,"49,368.70",195.6,441.4,487.8,"6,878.50","1,795.00",1,"1,426.40","711,682.80","1,396.50","9,517.50","2,249,155.80","1,051.10","271,328.20",#N/A,967.2,473.9
29/12/1989,381.7,259.7,"49,284.80",194.3,444.3,479.5,"6,895.40","1,885.90",1.1,"1,430.40","718,332.70","1,401.20","9,544.60","2,410,533.50","1,075.10","272,504.30",#N/A,963.1,493.6
31/1/1990,377,258.9,"50,555.90",195.6,438.5,483.6,"6,841.70","1,978.60",1.1,"1,419.20","719,527.40","1,390.10","9,491.70","2,440,371.50","1,092.50","270,814.80",#N/A,958.2,491.3
28/2/1990,383.6,268.5,"51,280.30",198.3,443.5,487.4,"7,032.10","1,994.80",1.1,"1,435.10","730,354.40","1,405.60","9,659.10","2,529,699.20","1,107.30","274,857.10",#N/A,981.9,492
30/3/1990,363.8,249.6,"47,473.10",185.2,420,461.5,"6,849.60","1,913.30",1.1,"1,366.10","699,361.50","1,338.10","9,125.30","2,609,114.90","1,083.30","262,987.90",#N/A,923.7,464.2
30/4/1990,363.3,269.9,"49,841.60",199.2,420.5,504.3,"7,003.60","1,928.80",1.3,"1,369.00","710,357.30","1,340.80","9,232.00","2,676,599.60","1,196.60","264,880.00",#N/A,965,471.3
31/5/1990,358.4,280.8,"49,075.90",204.9,413.5,515.9,"7,145.30","1,898.50",1.4,"1,344.30","694,694.30","1,314.90","9,155.90","2,668,767.30","1,172.10","260,199.30",#N/A,982.7,460.1
29/6/1990,357,282.7,"49,332.50",207,410.5,519.8,"7,318.00","1,889.10",1.4,"1,340.50","690,505.50","1,310.60","9,116.00","2,812,118.40","1,160.50","259,245.00",#N/A,998.4,461.6
31/7/1990,366.7,301.7,"51,233.40",222.3,419.3,560.7,"7,699.40","1,982.20",1.6,"1,374.30","718,610.70","1,346.00","9,416.90","2,966,479.00","1,225.40","266,365.70",#N/A,"1,049.80",482.4
31/8/1990,367.7,303.7,"50,685.50",223,422.4,569.7,"9,363.90","1,966.20",1.6,"1,376.50","720,154.10","1,346.90","9,443.70","3,169,564.00","1,219.00","267,400.50",#N/A,"1,058.20",476.5
28/9/1990,356.3,287.4,"48,726.50",211.5,407.9,541.4,"9,195.70","1,904.60",1.6,"1,334.50","700,091.20","1,307.50","9,143.60","3,163,256.40","1,179.90","260,463.70",#N/A,"1,022.80",455.7
31/10/1990,348.7,273.8,"46,866.00",202.2,396.5,517.1,"8,994.20","1,865.10",1.6,"1,308.70","684,421.60","1,280.00","8,910.50","3,269,036.90","1,160.40","257,498.60",#N/A,988.2,439.3
30/11/1990,358.7,280.9,"46,869.90",208.2,404.5,530.1,"9,251.20","1,929.50",1.7,"1,344.10","711,315.90","1,316.30","9,136.50","3,943,216.10","1,195.30","268,329.70",#N/A,"1,014.20",452.4
31/12/1990,360.2,271.8,"46,682.70",202.5,407.1,516.8,"9,294.50","1,922.20",1.8,"1,350.70","714,270.40","1,322.10","9,160.40","4,457,148.60","1,199.40","271,015.20",#N/A,"1,005.80",457.8
31/1/1991,361.7,265.4,"46,246.50",198.9,413.5,500.8,"9,315.30","1,929.40",1.8,"1,345.60","718,304.80","1,323.60","9,147.00","4,645,533.20","1,191.60","272,958.80",#N/A,998.8,467.5
28/2/1991,354.5,260.9,"44,448.00",196.1,410.1,497.8,"9,171.70","1,934.70",1.9,"1,332.40","712,311.70","1,304.60","8,977.70","4,380,351.30","1,181.10","271,170.80",#N/A,987.9,475
29/3/1991,353.9,266.4,"45,154.60",199.1,418.4,515.2,"9,185.50","1,961.60",2,"1,328.40","713,061.20","1,300.80","8,995.40","3,941,373.50","1,181.50","270,874.20",#N/A,996.2,471.1
30/4/1991,344.3,266.1,"45,748.00",199.7,410.4,519.7,"9,707.30","1,893.90",2.1,"1,291.00","696,852.10","1,264.30","8,813.10","3,891,858.00","1,170.50","265,677.50",#N/A,991.6,454
31/5/1991,338.6,259.2,"45,186.00",192.6,402.5,513.7,"9,751.60","1,855.80",2.2,"1,268.20","683,614.00","1,243.10","8,659.60","3,835,144.60","1,127.10","263,046.20",#N/A,973.8,444.1
28/6/1991,337.2,253.5,"44,060.40",186.2,404.5,502.5,"9,601.90","1,852.20",2.3,"1,262.90","684,176.60","1,237.50","8,599.10","3,775,444.50","1,119.10","263,625.00",#N/A,959.6,445.7
31/7/1991,340.8,249,"43,213.70",183.7,407.5,485.4,"9,684.50","1,856.00",2.3,"1,274.90","692,077.50","1,248.40","8,646.10","3,819,303.20","1,131.40","268,369.00",#N/A,956.9,450.4
30/8/1991,352.7,245,"44,365.30",183.9,420.3,470.4,"10,051.60","1,921.70",2.5,"1,323.80","719,048.30","1,296.30","8,905.40","3,956,493.70","1,171.50","277,623.80",#N/A,971.6,473.5
