Gold price per troy ounce - Major consumer and producer currencies,,,,,,,,,,,,,,,,,,,
"Source: Bloomberg, Datastream, ICE Benchmark Administration, World Gold Council",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
31/10/2011,"1,665.20","1,213.60","127,664.10","1,056.50","1,699.00","1,492.60","82,057.80","10,614.10","3,043.20","6,245.20","14,797,708.70","6,116.30","51,387.90","34,804,705.60","9,938.90","1,917,902.80","52,034.60","13,244.70","1,640.90"
30/11/2011,"1,739.00","1,282.40","134,810.90","1,100.10","1,782.40","1,578.60","88,315.40","11,056.10","3,152.90","6,521.80","15,728,244.60","6,387.30","53,829.40","36,557,324.20","10,407.20","1,972,470.40","53,610.70","14,176.40","1,721.40"
30/12/2011,"1,652.30","1,253.30","128,625.50","1,060.20","1,691.90","1,540.60","86,477.00","10,490.40","3,086.50","6,196.70","15,000,780.10","6,068.90","51,456.00","34,719,320.90","9,942.30","1,894,463.20","52,131.50","13,559.40","1,633.60"
31/1/2012,"1,656.10","1,283.40","127,405.50","1,067.40","1,677.60","1,553.30","84,585.90","10,459.00","3,043.40","6,210.90","15,009,718.80","6,082.90","52,196.80","34,769,768.50","9,994.20","1,890,377.30","51,795.90","13,257.00","1,590.30"
29/2/2012,"1,742.60","1,316.40","136,935.40","1,102.60","1,736.90","1,589.00","85,730.10","10,979.50","3,062.90","6,535.30","15,735,874.10","6,400.60","53,499.20","36,364,363.80","10,515.20","1,956,794.60","51,871.30","13,321.30","1,623.80"
30/3/2012,"1,673.80","1,267.00","138,016.90","1,057.60","1,663.10","1,527.90","84,357.20","10,566.50","2,997.80","6,277.40","15,336,456.20","6,147.70","51,401.40","34,863,688.70","10,101.80","1,885,720.70","49,124.30","12,729.20","1,589.90"
30/4/2012,"1,650.10","1,252.80","134,030.40","1,030.10","1,637.40","1,506.00","85,497.40","10,395.80","2,947.60","6,188.20","15,137,644.30","6,060.70","50,931.50","34,366,479.30","9,970.90","1,873,646.10","48,610.90","12,923.50","1,593.30"
31/5/2012,"1,585.50","1,240.40","126,335.30",997.2,"1,602.50","1,490.10","86,441.20","10,021.50","2,873.60","5,946.10","14,780,870.80","5,823.60","49,660.40","33,043,215.40","9,578.40","1,836,837.60","49,119.30","12,953.10","1,591.30"
29/6/2012,"1,596.70","1,272.50","126,786.70","1,025.50","1,638.80","1,528.20","89,494.50","10,156.20","2,903.70","5,988.30","15,076,410.50","5,864.70","50,510.30","33,410,949.10","9,658.80","1,856,477.80","52,302.10","13,372.60","1,594.60"
31/7/2012,"1,593.90","1,296.80","125,911.80","1,022.30","1,616.30","1,557.60","88,322.20","10,157.40","2,887.30","5,977.60","15,052,947.20","5,854.50","50,412.90","33,243,063.90","9,665.30","1,820,940.00","51,764.90","13,147.30","1,547.50"
31/8/2012,"1,626.00","1,311.20","127,972.40","1,034.50","1,614.10","1,574.80","90,235.20","10,343.30","2,921.60","6,098.30","15,444,821.00","5,972.40","51,094.40","33,880,370.10","9,891.90","1,840,536.90","51,947.80","13,425.40","1,552.50"
28/9/2012,"1,744.50","1,355.30","136,343.80","1,082.50","1,706.90","1,638.80","94,946.80","11,029.40","3,141.50","6,542.20","16,672,902.30","6,407.40","54,020.60","36,358,357.70","10,631.30","1,960,002.00","54,714.50","14,414.50","1,677.40"
31/10/2012,"1,747.00","1,346.60","137,979.70","1,086.60","1,723.50","1,629.00","92,797.10","10,966.30","3,148.60","6,551.70","16,771,292.60","6,416.90","53,613.20","36,437,084.50","10,658.00","1,932,717.80","54,393.70","15,122.60","1,697.00"
30/11/2012,"1,721.10","1,341.20","139,481.30","1,078.20","1,715.80","1,616.10","94,385.00","10,735.10","3,086.40","6,454.80","16,558,563.70","6,321.70","52,847.80","35,868,397.30","10,507.60","1,871,531.90","53,967.00","15,161.40","1,654.10"
31/12/2012,"1,688.50","1,288.20","140,913.40","1,046.10","1,669.90","1,557.60","92,196.30","10,528.90","3,015.10","6,332.50","16,278,815.70","6,202.00","51,723.00","35,181,636.30","10,391.50","1,817,422.20","51,892.90","14,558.30","1,610.50"
31/1/2013,"1,671.00","1,256.00","148,910.50","1,047.00","1,657.70","1,543.80","90,548.60","10,400.00","2,957.90","6,266.70","16,130,265.80","6,137.60","50,193.50","34,811,136.50","10,979.20","1,782,900.20","50,482.90","14,712.40","1,591.20"
28/2/2013,"1,627.60","1,219.20","151,506.80","1,051.70","1,643.90","1,499.30","87,658.60","10,146.10","2,893.20","6,103.90","15,753,317.60","5,978.20","48,532.20","33,924,569.70","10,945.20","1,769,597.30","49,171.60","14,454.30","1,578.70"
29/3/2013,"1,592.90","1,229.00","151,081.70","1,056.50","1,631.80","1,507.50","86,744.60","9,901.60","2,881.10","5,973.60","15,467,589.40","5,850.60","47,015.00","33,342,650.00","10,794.60","1,757,691.30","49,095.20","14,652.80","1,540.30"
30/4/2013,"1,485.10","1,139.70","145,447.30",969.8,"1,512.60","1,390.60","80,698.00","9,186.90","2,666.80","5,569.40","14,440,081.50","5,454.60","43,167.40","31,044,894.40","10,221.00","1,666,773.10","46,535.10","13,508.60","1,430.90"
31/5/2013,"1,413.50","1,089.00","142,732.20",924.5,"1,441.70","1,351.60","77,773.00","8,680.40","2,582.60","5,301.10","13,792,891.70","5,191.80","42,098.10","29,571,946.90","9,848.40","1,573,577.10","44,317.80","13,236.40","1,427.30"
28/6/2013,"1,342.40","1,016.90","130,456.60",866.1,"1,383.70","1,252.40","78,376.10","8,234.40","2,550.10","5,034.30","13,308,235.00","4,930.50","41,375.50","28,204,125.80","9,395.00","1,522,742.20","43,394.50","13,428.40","1,421.10"
31/7/2013,"1,286.70",983.3,"128,251.30",847.7,"1,338.50","1,215.70","76,868.30","7,893.00","2,486.40","4,825.70","12,991,250.60","4,726.20","40,044.40","27,276,576.50","9,018.30","1,448,367.80","42,157.70","12,764.70","1,404.90"
30/8/2013,"1,347.10","1,011.90","131,762.90",868.9,"1,400.90","1,247.50","84,870.00","8,246.50","2,641.90","5,052.20","14,307,721.00","4,947.90","42,534.30","28,433,292.70","9,415.50","1,503,758.80","44,481.10","13,562.60","1,490.60"
30/9/2013,"1,348.80","1,010.30","133,864.60",850.5,"1,396.90","1,246.10","86,172.90","8,254.50","2,722.00","5,058.60","15,204,643.70","4,954.20","42,734.40","28,470,547.20","9,313.50","1,461,521.60","43,943.80","13,464.80","1,453.40"
31/10/2013,"1,316.20",964.9,"128,743.80",818,"1,364.20","1,188.30","81,058.50","8,033.40","2,611.40","4,936.20","14,552,871.30","4,834.40","41,071.40","27,771,547.30","9,071.40","1,403,768.60","42,206.20","13,037.80","1,383.20"
29/11/2013,"1,275.80",945.7,"127,730.10",792.3,"1,338.60","1,164.90","79,979.40","7,773.50","2,583.40","4,784.90","14,718,649.20","4,686.10","40,378.00","26,920,257.90","8,788.70","1,356,313.10","41,787.60","13,025.90","1,369.90"
31/12/2013,"1,225.40",894,"126,489.20",748.4,"1,303.70","1,094.30","75,739.80","7,445.50","2,520.40","4,596.00","14,693,834.80","4,500.90","39,576.00","25,859,548.10","8,452.40","1,294,103.10","40,312.60","12,712.40","1,362.60"
31/1/2014,"1,244.80",914.4,"129,165.00",756,"1,362.20","1,125.40","77,346.90","7,532.80","2,767.90","4,668.70","15,061,542.90","4,572.20","40,999.20","26,235,842.00","8,665.30","1,329,899.30","42,104.70","13,557.90","1,405.90"
28/2/2014,"1,301.00",951.8,"132,879.30",785.3,"1,437.60","1,162.40","80,800.00","7,911.50","2,870.10","4,879.30","15,502,332.80","4,778.50","42,417.40","27,432,771.10","9,057.60","1,392,175.90","45,953.80","14,242.00","1,449.10"
31/3/2014,"1,336.10",966,"136,678.40",803.7,"1,483.70","1,176.00","81,431.20","8,248.20","2,956.00","5,010.80","15,266,517.40","4,907.40","43,246.00","28,173,251.10","9,302.20","1,430,548.30","48,273.00","14,350.60","1,470.60"
30/4/2014,"1,299.00",940.6,"133,093.40",776,"1,427.20","1,146.70","78,425.90","8,086.20","2,759.60","4,871.80","14,846,780.10","4,771.30","41,982.30","27,390,517.20","9,072.40","1,354,702.40","46,342.80","13,698.50","1,395.00"
30/5/2014,"1,287.50",937.9,"131,039.60",764.6,"1,402.20","1,144.70","76,277.10","8,031.30","2,690.70","4,829.00","14,849,427.60","4,729.10","41,892.90","27,172,082.30","9,130.50","1,319,296.70","44,842.80","13,396.90","1,383.70"
30/6/2014,"1,279.10",940.8,"130,555.20",756.5,"1,385.00","1,145.70","76,423.30","7,970.10","2,711.30","4,797.60","15,218,844.50","4,698.10","41,565.50","27,169,470.90","9,145.50","1,304,015.10","43,956.00","13,662.80","1,365.80"
31/7/2014,"1,311.00",968.6,"133,419.20",768,"1,407.20","1,177.00","78,746.70","8,126.70","2,778.20","4,916.80","15,287,687.80","4,815.30","42,094.80","27,839,789.20","9,374.50","1,338,776.00","45,548.60","13,975.80","1,396.40"
29/8/2014,"1,296.00",972.9,"133,339.20",775.8,"1,415.60","1,178.90","78,903.70","7,976.50","2,797.80","4,860.60","15,177,995.70","4,760.20","41,492.60","27,460,931.00","9,267.40","1,328,122.50","46,879.80","13,818.10","1,392.30"
30/9/2014,"1,238.80",960.3,"132,917.10",759.9,"1,363.40","1,159.80","75,450.60","7,604.90","2,739.90","4,646.50","14,739,945.30","4,550.20","39,883.00","26,251,834.90","8,858.40","1,282,941.70","47,076.10","13,599.50","1,368.70"
31/10/2014,"1,222.50",964.3,"132,019.60",760.9,"1,371.10","1,164.70","75,013.30","7,487.90","2,753.20","4,586.30","14,841,085.00","4,490.20","39,678.50","25,947,871.40","8,742.30","1,297,987.90","50,062.00","13,521.10","1,392.60"
28/11/2014,"1,176.30",943.2,"136,891.80",746,"1,332.60","1,134.30","72,550.70","7,205.70","2,628.00","4,413.60","14,299,696.60","4,320.60","38,582.00","25,070,779.10","8,411.50","1,293,270.60","54,506.50","13,052.90","1,361.90"
31/12/2014,"1,202.30",974.3,"143,451.40",768.3,"1,385.60","1,171.50","75,398.10","7,438.80","2,754.40","4,512.80","14,974,728.10","4,416.10","39,548.60","25,682,703.60","8,598.30","1,327,537.70","68,568.10","13,814.70","1,455.30"
30/1/2015,"1,251.90","1,079.20","148,027.00",827,"1,517.90","1,177.30","77,675.80","7,785.70","2,924.50","4,702.10","15,733,411.60","4,598.10","40,966.50","26,728,956.20","9,118.00","1,362,367.10","80,909.50","14,469.90","1,552.80"
27/2/2015,"1,227.20","1,081.10","145,711.30",800.6,"1,534.50","1,148.20","76,118.90","7,672.20","3,025.70","4,604.20","15,683,479.30","4,507.50","39,974.30","26,167,785.90","9,361.30","1,352,362.40","78,925.50","14,218.50","1,574.90"
31/3/2015,"1,178.60","1,089.50","141,910.20",788,"1,486.90","1,155.10","73,659.70","7,354.00","3,058.40","4,420.70","15,427,028.80","4,329.10","38,462.10","25,255,861.60","8,981.60","1,312,752.60","70,901.40","14,244.00","1,526.00"
30/4/2015,"1,197.90","1,108.90","143,195.10",800.4,"1,476.40","1,150.40","75,155.00","7,429.90","3,188.70","4,492.90","15,512,245.10","4,400.00","38,975.50","25,826,020.10","9,139.60","1,300,238.30","62,929.40","14,375.40","1,546.60"
29/5/2015,"1,199.10","1,073.70","144,869.90",775.1,"1,460.70","1,116.90","76,411.90","7,438.10","3,166.70","4,496.70","15,730,518.40","4,404.20","40,213.60","26,069,745.90","9,139.10","1,311,960.40","60,601.40","14,349.30","1,519.50"
30/6/2015,"1,181.50","1,052.20","146,203.80",758.8,"1,461.30","1,101.20","75,387.50","7,330.80","3,189.00","4,431.10","15,724,186.80","4,339.70","39,849.30","25,737,967.40","9,012.40","1,316,123.50","64,540.70","14,522.60","1,531.50"
31/7/2015,"1,130.00","1,027.50","139,322.40",726.6,"1,451.90","1,078.30","71,879.70","7,015.70","3,051.50","4,238.10","15,116,961.00","4,150.70","38,791.20","24,612,483.00","8,821.60","1,294,933.80","64,899.10","14,077.60","1,524.70"
31/8/2015,"1,117.50","1,003.70","137,591.00",716.6,"1,468.40","1,082.20","72,739.00","7,083.30","3,187.70","4,191.40","15,426,341.50","4,104.50","39,568.70","24,756,712.00","8,746.00","1,317,198.30","73,342.80","14,402.30","1,529.50"
30/9/2015,"1,124.50","1,001.20","135,050.70",733.3,"1,492.20","1,093.50","74,464.40","7,161.80","3,392.10","4,217.30","16,217,513.10","4,130.30","40,506.50","25,282,297.70","8,803.20","1,334,006.30","75,041.20","15,357.70","1,594.30"
30/10/2015,"1,159.30","1,032.20","139,207.90",755.5,"1,514.50","1,122.80","75,407.20","7,360.80","3,388.90","4,347.20","15,969,828.20","4,257.80","41,356.90","25,908,470.10","9,185.00","1,326,317.10","73,125.20","15,639.40","1,608.20"
30/11/2015,"1,085.70","1,012.60","133,144.90",714.9,"1,441.50","1,096.60","71,817.70","6,916.90","3,124.00","4,072.80","14,848,980.20","3,987.70","38,861.80","24,348,910.70","8,574.60","1,253,428.30","70,592.20","15,370.80","1,519.30"
31/12/2015,"1,068.30",981.6,"130,138.90",712.1,"1,462.80","1,063.20","71,140.90","6,886.90","3,122.60","4,008.50","14,833,154.70","3,923.70","38,466.90","24,041,628.50","8,363.00","1,255,531.20","74,668.90","15,964.40","1,474.90"
29/1/2016,"1,097.40","1,010.60","129,712.70",762.7,"1,560.70","1,106.10","73,946.50","7,213.20","3,304.90","4,117.50","15,215,469.10","4,030.70","39,657.70","24,587,318.80","8,590.40","1,322,014.70","84,615.70","17,962.40","1,567.30"
29/2/2016,"1,199.90","1,081.20","137,464.40",839.4,"1,654.90","1,189.80","81,895.10","7,857.00","3,532.90","4,500.00","16,208,678.40","4,407.30","42,718.80","26,789,484.30","9,393.00","1,460,138.30","92,647.80","18,925.70","1,681.30"
31/3/2016,"1,246.30","1,119.90","140,766.80",874.2,"1,648.40","1,223.30","83,385.40","8,103.80","3,594.50","4,674.10","16,401,332.10","4,577.80","43,879.10","27,792,377.20","10,506.90","1,475,719.80","87,411.40","19,153.80","1,661.80"
29/4/2016,"1,242.30","1,095.10","136,116.90",867.7,"1,592.70","1,197.00","82,561.80","8,046.70","3,521.00","4,658.70","16,357,827.30","4,562.90","43,573.00","27,696,649.10","11,030.10","1,425,239.20","82,607.60","18,142.50","1,621.30"
31/5/2016,"1,259.40","1,114.00","137,208.40",867.6,"1,632.50","1,232.30","84,313.60","8,224.00","3,712.10","4,723.40","16,914,779.90","4,625.70","44,641.20","28,115,228.80","11,180.10","1,481,862.10","83,017.20","19,360.90","1,724.70"
30/6/2016,"1,276.40","1,136.00","134,454.40",899.8,"1,645.80","1,237.20","85,871.00","8,412.50","3,716.20","4,786.90","17,002,401.80","4,688.20","45,019.70","28,507,910.60","11,334.00","1,488,019.10","82,941.30","19,203.90","1,723.90"
29/7/2016,"1,337.30","1,209.10","139,208.00","1,017.50","1,743.90","1,313.50","89,833.70","8,931.50","3,968.70","5,016.00","17,540,609.20","4,912.00","46,875.70","29,826,326.60","11,874.90","1,527,718.90","86,141.30","19,267.50","1,776.20"
31/8/2016,"1,341.10","1,196.60","135,757.30","1,023.60","1,742.70","1,302.10","89,726.10","8,914.00","3,972.10","5,029.50","17,638,222.80","4,925.80","46,580.20","29,908,138.90","11,908.10","1,489,810.80","87,030.40","18,455.60","1,758.00"
30/9/2016,"1,326.00","1,182.70","135,054.60","1,008.80","1,737.40","1,291.50","88,463.40","8,847.20","3,936.20","4,974.40","17,379,290.50","4,870.50","46,052.90","29,579,056.50","11,774.00","1,471,158.80","85,433.90","18,631.60","1,747.60"
31/10/2016,"1,266.60","1,149.10","131,585.60","1,026.60","1,677.50","1,250.60","84,503.20","8,527.90","3,896.30","4,750.50","16,497,104.70","4,652.10","44,411.80","28,260,383.20","11,248.20","1,428,851.90","79,281.10","17,621.60","1,663.40"
30/11/2016,"1,236.00","1,145.60","134,057.90",993.7,"1,661.20","1,231.40","83,650.70","8,456.80","4,068.40","4,635.90","16,493,926.70","4,539.80","43,690.00","27,768,277.60","19,732.70","1,438,143.00","79,636.10","17,226.50","1,641.80"
30/12/2016,"1,151.40","1,090.70","133,247.90",919.9,"1,532.60","1,172.60","78,062.40","7,963.00","4,023.90","4,319.20","15,418,890.90","4,229.00","41,175.60","26,140,109.80","21,250.50","1,359,057.70","71,519.20","15,919.10","1,562.10"
31/1/2017,"1,192.60","1,121.10","136,890.20",965.7,"1,573.00","1,201.40","81,175.70","8,216.60","4,481.30","4,473.00","15,917,144.20","4,380.50","42,262.10","26,988,140.70","22,272.80","1,407,648.90","71,340.20","16,175.90","1,596.60"
28/2/2017,"1,234.40","1,160.20","139,413.30",988.3,"1,618.50","1,236.70","82,669.10","8,475.30","4,521.20","4,629.20","16,456,727.10","4,533.60","43,211.20","28,040,829.00","20,938.50","1,408,971.30","72,096.90","16,275.10","1,610.40"
31/3/2017,"1,231.10","1,152.30","138,969.00",997.3,"1,648.20","1,233.60","81,034.80","8,484.90","4,520.70","4,616.90","16,422,074.80","4,521.60","42,920.20","28,047,367.30","21,814.60","1,395,678.30","71,261.10","15,914.70","1,615.30"
28/4/2017,"1,265.60","1,180.80","139,580.50","1,001.00","1,702.70","1,266.70","81,732.10","8,719.10","4,621.90","4,746.70","16,846,229.60","4,648.60","43,633.20","28,733,010.60","22,881.00","1,437,333.30","71,590.10","17,056.00","1,681.70"
31/5/2017,"1,245.00","1,126.10","139,796.00",963.1,"1,694.40","1,228.00","80,234.60","8,560.70","4,440.40","4,669.30","16,583,028.50","4,572.80","42,904.50","28,265,749.00","22,525.40","1,401,121.00","71,120.60","16,521.70","1,675.40"
30/6/2017,"1,260.30","1,121.70","139,752.80",984.1,"1,676.50","1,219.90","81,241.90","8,569.50","4,435.90","4,726.70","16,766,970.40","4,628.90","42,842.30","28,615,507.90","22,820.00","1,425,677.40","73,155.70","16,253.90","1,667.00"
31/7/2017,"1,236.20","1,072.90","138,982.40",951.3,"1,569.70","1,187.50","79,657.50","8,362.10","4,401.50","4,636.10","16,495,359.20","4,540.60","41,692.90","28,090,443.20","22,136.60","1,401,161.50","73,792.80","16,255.00","1,585.70"
31/8/2017,"1,282.30","1,086.00","140,853.70",989.9,"1,617.60","1,238.50","82,050.10","8,552.20","4,498.40","4,809.10","17,108,225.30","4,710.00","42,644.90","29,147,448.00","22,758.30","1,451,592.20","76,242.60","16,974.40","1,620.50"
29/9/2017,"1,315.00","1,104.60","145,647.90",988.1,"1,616.00","1,265.80","84,770.20","8,630.40","4,568.40","4,931.60","17,497,974.40","4,829.90","43,591.40","29,890,675.90","23,206.20","1,490,393.10","75,857.40","17,311.20","1,650.20"
31/10/2017,"1,279.50","1,088.60","144,458.80",969.2,"1,612.90","1,256.50","83,256.60","8,466.00","4,711.90","4,798.60","17,311,383.90","4,699.70","42,518.80","29,073,166.60","22,578.10","1,450,136.00","73,886.30","17,542.60","1,643.10"
30/11/2017,"1,282.30","1,091.90","144,631.30",969.5,"1,637.10","1,271.00","83,178.80","8,485.00","4,990.50","4,809.00","17,341,078.80","4,709.80","42,189.00","29,131,611.30","22,655.70","1,413,052.90","75,627.10","18,018.00","1,682.60"
29/12/2017,"1,261.30","1,067.00","142,433.30",941.4,"1,612.50","1,245.60","81,085.30","8,318.90","4,847.40","4,730.10","17,097,142.70","4,632.50","41,157.00","28,647,945.10","22,466.50","1,370,265.70","74,111.70","16,658.30","1,653.30"
31/1/2018,"1,331.70","1,091.20","147,612.40",963.2,"1,655.00","1,279.10","84,755.60","8,557.80","5,021.40","4,994.20","17,806,468.60","4,891.20","42,445.40","30,242,985.20","23,573.80","1,421,179.20","75,397.20","16,237.30","1,673.60"
28/2/2018,"1,331.50","1,078.40","143,659.20",953.5,"1,676.00","1,244.80","85,846.40","8,419.00","5,039.00","4,993.70","18,106,270.00","4,890.70","41,920.90","30,239,418.90","23,530.80","1,436,689.60","75,674.40","15,733.40","1,692.00"
30/3/2018,"1,324.70","1,073.80","140,550.80",948,"1,713.40","1,255.60","86,150.60","8,377.60","5,151.60","4,969.50","18,220,967.50","4,865.50","41,421.70","30,154,718.20","23,356.70","1,419,243.60","75,734.00","15,681.80","1,706.70"
30/4/2018,"1,334.70","1,087.20","143,696.50",948.2,"1,697.80","1,293.30","87,728.00","8,420.90","5,431.50","5,008.10","18,442,644.70","4,902.50","41,802.60","30,400,067.60","23,593.90","1,427,805.90","81,536.60","16,170.40","1,736.70"
31/5/2018,"1,303.00","1,102.10","142,920.40",967.6,"1,675.90","1,298.80","88,004.70","8,307.70","5,760.10","4,887.90","18,296,165.20","4,786.00","41,659.30","29,673,272.60","23,203.90","1,403,460.00","81,186.90","16,326.20","1,731.10"
29/6/2018,"1,281.60","1,097.50","141,055.80",964.4,"1,682.70","1,268.80","86,895.60","8,289.10","5,928.80","4,812.10","18,004,817.40","4,707.20","41,633.50","29,277,053.70","22,905.10","1,403,634.20","80,478.40","17,070.20","1,710.10"
31/7/2018,"1,238.50","1,060.10","138,077.30",941,"1,627.00","1,232.00","85,054.40","8,327.20","5,906.20","4,648.10","17,832,123.10","4,549.10","41,208.20","28,604,255.20","22,162.30","1,390,769.00","77,817.20","16,587.40","1,673.80"
31/8/2018,"1,201.30","1,040.90","133,375.10",933.1,"1,567.00","1,187.30","83,644.60","8,237.10","7,129.70","4,512.00","17,512,310.90","4,412.20","39,697.40","27,972,659.40","21,476.30","1,347,445.60","79,821.50","16,936.00","1,640.40"
28/9/2018,"1,198.50","1,027.60","134,271.90",917.8,"1,562.60","1,160.40","86,497.20","8,226.90","7,566.90","4,500.00","17,832,476.70","4,402.00","39,061.00","27,924,962.40","21,458.60","1,342,488.50","81,081.20","17,690.00","1,663.80"
31/10/2018,"1,215.40","1,058.40","137,058.70",934.3,"1,581.10","1,208.40","89,479.00","8,412.20","7,066.00","4,562.60","18,449,712.70","4,464.10","39,844.80","28,365,372.20","21,768.80","1,377,122.50","80,009.30","17,641.30","1,710.70"
30/11/2018,"1,221.00","1,074.60","138,366.60",947,"1,612.10","1,222.00","87,570.90","8,472.30","6,544.00","4,580.50","17,885,374.00","4,484.50","40,240.00","28,462,134.90","21,866.10","1,375,503.70","81,209.80","17,201.30","1,684.70"
31/12/2018,"1,247.90","1,096.90","140,382.60",985.8,"1,674.10","1,238.80","88,542.00","8,591.30","6,639.10","4,681.80","18,117,615.40","4,583.60","40,863.10","29,069,464.40","22,354.80","1,401,466.00","83,914.00","17,744.40","1,736.80"
31/1/2019,"1,291.80","1,131.50","140,783.00","1,001.60","1,717.80","1,278.50","91,389.40","8,768.80","6,925.90","4,845.10","18,275,208.00","4,744.60","41,065.20","29,962,659.00","23,071.60","1,448,999.20","86,103.70","17,842.80","1,805.60"
28/2/2019,"1,320.10","1,163.20","145,802.60","1,014.50","1,743.10","1,322.10","93,948.40","8,896.70","6,968.70","4,950.70","18,535,814.30","4,848.60","41,324.50","30,625,199.40","23,197.00","1,481,864.30","86,902.50","18,265.70","1,848.90"
29/3/2019,"1,300.90","1,151.60","144,597.90",988.3,"1,739.60","1,301.70","90,434.90","8,733.80","7,117.30","4,878.80","18,489,451.30","4,778.20","41,301.50","30,175,608.30","22,598.70","1,473,146.10","84,794.30","18,713.00","1,837.20"
30/4/2019,"1,286.50","1,145.40","143,599.20",987,"1,721.10","1,296.60","89,277.30","8,642.10","7,408.80","4,824.70","18,203,057.40","4,725.10","40,976.00","29,861,204.10","22,215.80","1,470,858.00","83,162.40","18,210.70","1,810.00"
31/5/2019,"1,284.00","1,147.90","141,154.90","1,000.00","1,728.30","1,297.40","89,646.70","8,805.00","7,752.00","4,816.10","18,472,764.60","4,715.90","40,818.20","29,979,855.80","21,843.60","1,520,384.00","83,347.80","18,515.90","1,849.20"
28/6/2019,"1,359.00","1,203.20","146,882.10","1,072.20","1,805.70","1,342.60","94,321.70","9,375.70","7,894.20","5,098.10","19,306,881.90","4,991.70","42,260.50","31,717,769.20","22,742.70","1,593,734.00","87,068.00","19,816.80","1,956.70"
31/7/2019,"1,413.00","1,260.10","152,985.70","1,133.70","1,851.40","1,396.00","97,152.70","9,719.00","8,003.40","5,299.60","19,828,537.80","5,189.80","43,522.30","32,812,372.30","23,472.00","1,663,240.70","89,350.70","19,841.20","2,024.40"
30/8/2019,"1,498.80","1,346.90","159,181.80","1,232.90","1,989.50","1,467.00","106,666.70","10,583.90","8,459.10","5,623.90","21,342,739.60","5,505.10","46,097.30","34,791,826.60","24,836.80","1,814,607.60","98,665.60","22,735.50","2,213.00"
30/9/2019,"1,511.30","1,372.70","162,408.10","1,223.70","2,001.30","1,496.90","107,843.60","10,757.60","8,626.60","5,675.90","21,302,105.60","5,551.10","46,200.00","35,071,512.80","24,776.30","1,806,623.00","98,099.20","22,451.30","2,219.50"
31/10/2019,"1,494.80","1,351.90","161,656.30","1,181.80","1,971.70","1,484.60","106,159.20","10,607.10","8,663.40","5,606.70","21,094,255.00","5,490.30","45,378.70","34,684,687.90","24,261.80","1,769,162.10","96,168.90","22,284.20","2,199.30"
29/11/2019,"1,470.00","1,330.70","160,083.70","1,141.20","1,945.90","1,460.20","105,094.50","10,321.30","8,442.60","5,512.80","20,688,047.90","5,399.20","44,470.00","34,106,064.50","23,707.10","1,718,076.10","93,890.40","21,750.30","2,153.60"
31/12/2019,"1,476.00","1,328.70","161,022.40","1,125.90","1,945.40","1,451.70","105,015.00","10,356.70","8,626.10","5,536.10","20,679,369.50","5,421.50","44,617.90","34,206,829.80","23,753.20","1,736,273.60","93,010.20","21,339.30","2,147.40"
31/1/2020,"1,560.70","1,406.30","170,582.80","1,193.80","2,042.60","1,513.40","111,219.90","10,788.60","9,248.50","5,855.40","21,435,887.70","5,732.30","47,548.70","36,170,916.00","24,793.70","1,822,514.10","96,703.40","22,520.90","2,277.90"
28/2/2020,"1,597.10","1,464.70","175,746.60","1,233.00","2,121.50","1,559.70","114,267.80","11,175.60","9,694.00","5,991.40","22,056,282.10","5,866.10","50,042.30","37,116,260.60","25,032.40","1,909,176.90","102,470.80","24,018.40","2,396.60"
31/3/2020,"1,591.90","1,440.20","171,332.50","1,288.90","2,220.00","1,526.10","118,723.80","11,176.60","10,092.50","5,980.60","24,181,258.30","5,847.20","51,070.00","37,185,823.80","25,016.30","1,937,177.20","118,693.80","26,531.80","2,562.10"
30/4/2020,"1,682.90","1,549.70","181,258.70","1,356.30","2,366.90","1,634.20","128,204.50","11,906.20","11,567.90","6,329.50","26,591,608.10","6,181.50","54,887.30","39,520,016.50","26,525.70","2,059,593.40","126,555.00","31,341.50","2,669.70"
29/5/2020,"1,716.40","1,573.90","184,070.70","1,396.40","2,398.40","1,664.20","129,888.10","12,193.60","11,888.30","6,448.40","25,569,903.80","6,304.30","55,059.30","40,070,889.20","27,097.10","2,109,042.30","124,915.60","31,203.20","2,635.10"
30/6/2020,"1,732.20","1,538.60","186,356.80","1,383.30","2,347.10","1,648.20","131,184.10","12,269.10","11,818.30","6,500.20","24,651,871.10","6,362.40","53,950.50","40,222,403.80","27,992.90","2,091,182.50","120,150.90","29,684.00","2,510.90"
31/7/2020,"1,843.30","1,606.00","196,652.50","1,452.50","2,488.10","1,719.90","138,099.10","12,916.90","12,680.90","6,913.90","26,865,511.70","6,770.50","57,898.10","42,729,500.20","29,501.00","2,209,539.30","131,928.50","30,890.50","2,620.10"
31/8/2020,"1,968.60","1,665.00","208,721.60","1,499.70","2,606.80","1,792.60","146,949.50","13,646.90","14,322.80","7,383.10","28,961,617.70","7,230.50","61,440.00","45,608,821.50","31,372.80","2,336,190.20","145,292.20","33,988.20","2,736.80"
