volatility,index,crash_label,price_change,volume_change,date,Quarter,Regional Feature
-0.6385579747016358,^FTLC,0,-0.3307212130977809,-0.12714669412630578,30/9/2014,Q3 2014,10
-0.6362945027625162,^FTLC,0,-0.17126021241226974,-0.12714669410469456,31/12/2014,Q4 2014,10
-0.6287225112184934,^FTLC,0,0.14852465006676668,-0.12714669407973872,31/3/2015,Q1 2015,10
-0.6086830725899028,^FTLC,0,-0.40305303981763724,-0.12714669407973872,30/6/2015,Q2 2015,10
-0.5969788044943554,^FTLC,1,-0.7493825724327812,7.864931204857603,30/9/2015,Q3 2015,10
-0.579450694058059,^FTLC,0,0.11347437217729817,-0.12714669407973872,31/12/2015,Q4 2015,10
-0.5525562623546447,^FTLC,0,-0.2914627529180283,-0.12714669407973872,31/3/2016,Q1 2016,10
-0.5738346216613472,^FTLC,0,0.15577031424047125,7.864931204857603,30/6/2016,Q2 2016,10
-0.5919293959689356,^FTLC,0,0.41217429390192106,-0.12714669407973872,30/9/2016,Q3 2016,10
-0.5519187187654531,^FTLC,0,0.10347980749836647,-0.12714669407973872,31/12/2016,Q4 2016,10
-0.5400371398052427,^FTLC,0,0.08546218925883817,-0.12714669407973872,31/3/2017,Q1 2017,10
-0.5511830962067374,^FTLC,0,-0.15100037469891173,7.864931204857603,30/6/2017,Q2 2017,10
-0.587136557743618,^FTLC,0,-0.06876965448985199,-0.12714669407973872,30/9/2017,Q3 2017,10
-0.6110613042571148,^FTLC,0,0.2031723315232358,7.864931204857603,31/12/2017,Q4 2017,10
-0.6326663557023308,^FTLC,0,-0.852932690523449,-0.12714663911396157,31/3/2018,Q1 2018,10
-0.6215996551933675,^FTLC,0,0.515134898385234,-0.12714669399380532,30/6/2018,Q2 2018,10
-0.6100621350386817,^FTLC,0,-0.3127173915775288,-0.1271466944151434,30/9/2018,Q3 2018,10
-0.5942776103285511,^FTLC,0,-1.1243177733565621,-0.1271466937971171,31/12/2018,Q4 2018,10
-0.5609531181318516,^FTLC,0,0.558434238213947,-0.1271466939842345,31/3/2019,Q1 2019,10
-0.5645896515516492,^FTLC,0,0.0032583308441267284,-0.1271466940165266,30/6/2019,Q2 2019,10
-0.5831093596663547,^FTLC,0,-0.15235070246791713,-0.12714669409424484,30/9/2019,Q3 2019,10
-0.6010238974982208,^FTLC,0,0.21645533204757353,-0.127146694104704,31/12/2019,Q4 2019,10
-0.406634524919859,^GDAXI,0,1.6308484021832272,-0.12714669407973872,31/3/1998,Q1 1998,5
-0.3288853270850548,^GDAXI,0,1.1032387057493047,-0.12714669407973872,30/6/1998,Q2 1998,5
-0.19361747885284986,^GDAXI,1,-2.2727335955626105,-0.12714669407973872,30/9/1998,Q3 1998,5
-0.24127071638755737,^GDAXI,1,0.9625208530522278,-0.12714669407973872,31/12/1998,Q4 1998,5
-0.3385769993907457,^GDAXI,0,-0.4149033067894646,-0.12714669407973872,31/3/1999,Q1 1999,5
-0.3565733483267688,^GDAXI,0,0.7497652162148678,-0.12714669407973872,30/6/1999,Q2 1999,5
-0.4339622180960579,^GDAXI,0,-0.5394243075291661,-0.12714669407973872,30/9/1999,Q3 1999,5
-0.4808800266993804,^GDAXI,0,2.8893641781754065,7.864931204857603,31/12/1999,Q4 1999,5
-0.19290487653406344,^GDAXI,0,0.6336223080958231,-0.12714669315229496,31/3/2000,Q1 2000,5
0.003295420622763892,^GDAXI,0,-0.9727391327932207,-0.12714669434716258,30/6/2000,Q2 2000,5
-0.07762630629484271,^GDAXI,0,-0.29545944648309475,-0.1271466939641871,30/9/2000,Q3 2000,5
-0.3467991013955447,^GDAXI,0,-0.6361071782805187,-0.12714669403383622,31/12/2000,Q4 2000,5
-0.3930226855832582,^GDAXI,0,-0.9863365835443945,-0.12714669381156454,31/3/2001,Q1 2001,5
-0.3503331062911709,^GDAXI,0,0.17219740766081798,-0.1271466940242506,30/6/2001,Q2 2001,5
-0.33209910371975504,^GDAXI,1,-2.6853623829443536,-0.12714669390601566,30/9/2001,Q3 2001,5
-0.1730964690776343,^GDAXI,0,1.553359163208796,-0.12714669412026294,31/12/2001,Q4 2001,5
-0.23421860185760537,^GDAXI,0,0.23128684010966075,-0.12714669402629983,31/3/2002,Q1 2002,5
-0.3229227500928219,^GDAXI,0,-1.8066337151250942,-0.12714669405886692,30/6/2002,Q2 2002,5
-0.3312187120141323,^GDAXI,1,-3.3758655104565882,-0.12714669386562283,30/9/2002,Q3 2002,5
-0.11156702130978693,^GDAXI,1,0.21970565271396908,-0.12714669413751942,31/12/2002,Q4 2002,5
-0.05370226061508146,^GDAXI,1,-1.5805716303086672,-0.12714669391353503,31/3/2003,Q1 2003,5
-0.22853034689660112,^GDAXI,0,2.693854797545316,-0.12714669412559393,30/6/2003,Q2 2003,5
-0.4454947445955494,^GDAXI,0,-0.07117796590804869,-0.12714669409280727,30/9/2003,Q3 2003,5
-0.4272782677275757,^GDAXI,0,1.7254360878156119,-0.1271466941474276,31/12/2003,Q4 2003,5
